Species,Source,Date,Location,sample,BioSample,Estado,Região
Salmonella enterica,blood,2013.0,"Sao Paulo, Sao Paulo",GCA_011368585.1,SAMN11283932,SP,Sul
Salmonella enterica,stool,2013.0,"Sao Paulo, Sao Paulo",GCA_011368575.1,SAMN11283730,SP,Sul
Salmonella enterica,blood,2018.0,"Sao Paulo, Sao Paulo",GCA_011058005.1,SAMN12126183,SP,Sul
Salmonella enterica,blood,2018.0,"Sao Paulo, Ribeirao Preto",GCA_019800545.1,SAMN12627117,SP,Sul
Salmonella enterica,stool,2019.0,"Sao Paulo, Campinas",GCA_019800565.1,SAMN12627210,SP,Sul
Salmonella enterica,blood,2011.0,Brazil,GCA_025177495.1,SAMN14851969,,
Salmonella enterica,blood,2010.0,Brazil,GCA_025177515.1,SAMN14851968,,
Salmonella enterica,bone,2010.0,Brazil,GCA_025177535.1,SAMN14851967,,
Salmonella enterica,feces,2007.0,Brazil,GCA_037955645.1,SAMN23072404,,
Salmonella enterica,feces,2021.0,Campinas,GCA_047306845.1,SAMN38502310,SP,Sul
Salmonella enterica,stool,2013.0,"Sao Paulo, Sao Paulo",GCA_023024545.1,SAMN26540071,SP,Sul
Salmonella enterica,Surgical wound,2012.0,Brazil,GCA_025176845.1,SAMN14832826,,
Salmonella enterica,feces,2005.0,Brazil,GCA_037955615.1,SAMN23072208,,
Salmonella enterica,stool,2013.0,"Sao Paulo, Ribeirao Preto",GCA_019402225.1,SAMN10880012,SP,Sul
Salmonella enterica,urine,2014.0,"Sao Paulo, Campinas",GCA_019402285.1,SAMN10880014,SP,Sul
Salmonella enterica,feces,2018.0,Brazil,GCA_024700915.1,SAMN14642067,,
Salmonella enterica,feces,2015.0,Brazil,GCA_024701575.1,SAMN14605594,,
Salmonella enterica,blood,2012.0,Brazil,GCA_025177555.1,SAMN14851966,,
Salmonella enterica,abdominal fluid,2016.0,Brazil,GCA_025177155.1,SAMN14838925,,
Salmonella enterica,Subphrenic abscess,2016.0,Brazil,GCA_025177235.1,SAMN14838926,,
Serratia marcescens,blood,2013.0,Dourados,GCA_013425845.1,SAMN15470909,MS,Centro-oeste
Serratia marcescens,blood,2013.0,Dourados,GCA_013425865.1,SAMN15470908,MS,Centro-oeste
Serratia marcescens,blood,2013.0,Dourados,GCA_013425885.1,SAMN15470907,MS,Centro-oeste
Serratia marcescens,blood,2019.0,Brazil,GCA_023060035.1,SAMN27549412,,
Serratia marcescens,catheter tip,2019.0,Brazil,GCA_023060455.1,SAMN27549413,,
Serratia marcescens,catheter tip,2019.0,Brazil,GCA_023060595.1,SAMN27549407,,
Serratia marcescens,alveolar bronchial lavage,2019.0,Brazil,GCA_025234845.1,SAMN27549394,,
Serratia marcescens,blood,2021.0,Sao Paulo,GCA_031630205.1,SAMN30951053,SP,Sul
Serratia marcescens,Tracheal secretion,2020.0,Sao Paulo,GCA_031630255.1,SAMN30951052,SP,Sul
Serratia marcescens,catheter,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204525.1,SAMN09294815,SP,Sul
Serratia marcescens,blood,2010.0,"Hospital das Clinicas, Sao Paulo",GCA_003204555.1,SAMN09294816,SP,Sul
Serratia marcescens,blood,2010.0,"Hospital das Clinicas, Sao Paulo",GCA_003204565.1,SAMN09294817,SP,Sul
Serratia marcescens,tracheal aspirate,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204595.1,SAMN09294818,SP,Sul
Serratia marcescens,catheter,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204615.1,SAMN09294819,SP,Sul
Serratia marcescens,blood,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204635.1,SAMN09294820,SP,Sul
Serratia marcescens,body fluid,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204645.1,SAMN09294821,SP,Sul
Serratia marcescens,urine,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204675.1,SAMN09294823,SP,Sul
Serratia marcescens,blood,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204685.1,SAMN09294824,SP,Sul
Serratia marcescens,urine,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204715.1,SAMN09294825,SP,Sul
Serratia marcescens,catheter,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204725.1,SAMN09294826,SP,Sul
Serratia marcescens,blood,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204755.1,SAMN09294827,SP,Sul
Serratia marcescens,blood,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204765.1,SAMN09294828,SP,Sul
Serratia marcescens,blood,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204795.1,SAMN09294829,SP,Sul
Serratia marcescens,swab,2014.0,"Hospital das Clinicas, Sao Paulo",GCA_003204805.1,SAMN09294830,SP,Sul
Serratia marcescens,catheter,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204835.1,SAMN09294832,SP,Sul
Serratia marcescens,catheter,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204855.1,SAMN09294833,SP,Sul
Serratia marcescens,drain,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204865.1,SAMN09294834,SP,Sul
Serratia marcescens,swab,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204885.1,SAMN09294838,SP,Sul
Serratia marcescens,catheter,2013.0,"Hospital das Clinicas, Sao Paulo",GCA_003204905.1,SAMN09294831,SP,Sul
Serratia marcescens,tap,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204935.1,SAMN09294835,SP,Sul
Serratia marcescens,drain,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003204985.1,SAMN09294836,SP,Sul
Serratia marcescens,urine,2011.0,"Hospital das Clinicas, Sao Paulo",GCA_003204995.1,SAMN09294837,SP,Sul
Serratia marcescens,blood,2012.0,"Hospital das Clinicas, Sao Paulo",GCA_003284885.1,SAMN09294822,SP,Sul
Enterobacter asburiae,blood,2020.0,Brazil,GCA_023061075.1,SAMN27549441,,
Pluralibacter gergoviae,blood,2019.0,Brazil,GCA_023060115.1,SAMN27549420,,
Shigella boydii,children of different hospitals,2007.0,Manaus,GCA_009738285.1,SAMN07821153,AM,Norte
Shigella boydii,children of different hospitals,2007.0,Manaus,GCA_009738345.1,SAMN07821150,AM,Norte
Shigella boydii,children of different hospitals,2007.0,Manaus,GCA_009738325.1,SAMN07821151,AM,Norte
Shigella flexneri,children of different hospitals,2007.0,Manaus,GCA_009738265.1,SAMN07821154,AM,Norte
Shigella flexneri,children of different hospitals,2007.0,Manaus,GCA_009738305.1,SAMN07821152,AM,Norte
Shigella flexneri,children of different hospitals,2007.0,Manaus,GCA_009738365.1,SAMN07821149,AM,Norte
Shigella flexneri,children of different hospitals,2008.0,Manaus,GCA_009738385.1,SAMN07821148,AM,Norte
Shigella sonnei,Faeces,1997.0,Brazil,GCF_001248175.1,SAMEA954621,,
Shigella sonnei,Faeces,2000.0,Brazil,GCF_001248785.1,SAMEA954819,,
Shigella sonnei,Faeces,2001.0,Brazil,GCF_001252655.1,SAMEA954540,,
Shigella sonnei,stool sample,2001.0,Brazil,GCA_038298665.1,SAMN40904935,,
Shigella sonnei,Faeces,1997.0,Brazil,GCF_001257695.1,SAMEA954829,,
Shigella sonnei,Faeces,2000.0,Brazil,GCF_001258915.1,SAMEA954821,,
Shigella sonnei,Faeces,2000.0,Brazil,GCF_001259655.1,SAMEA954539,,
Shigella sonnei,Faeces,2002.0,Brazil,GCF_001260455.1,SAMEA954546,,
Yersinia enterocolitica,anal swab,2011.0,Minas Gerais State,GCA_022401425.1,SAMN20061781,MG,Sudeste
Yersinia enterocolitica,blood bag,2008.0,Parana State,GCA_022401365.1,SAMN20061779,PR,Sul
Yersinia enterocolitica,feces,2009.0,Bahia State,GCA_022401485.1,SAMN20061780,BA,Nordeste
Aeromonas hydrophila,fecal sample,2004.0,Sao Bento do Una,GCA_003849735.1,SAMN10457754,PE,Nordeste
Aeromonas hydrophila,blood,2007.0,Brazil,GCF_001982465.1,SAMN06233223,,
Aeromonas caviae,fecal sample,2004.0,Sao Bento do Una,GCA_003857325.1,SAMN10457758,PE,Nordeste
Aeromonas caviae,stool,2010.0,Curitiba,GCF_000959705.1,SAMN03389335,PR,Sul
Aeromonas jandaei,fecal sample,2004.0,Sao Bento do Una,GCA_003849685.1,SAMN10457755,PE,Nordeste
Corynebacterium ulcerans,Pharynx,2014.0,Brazil,GCA_002866525.1,SAMN06029387,,
Vibrio cholerae,blood,2017.0,"Sao Paulo, Campinas",GCA_003057775.1,SAMN08919088,SP,Sul
Vibrio cholerae,blood,2018.0,Sao Paulo,GCA_003312945.1,SAMN09580376,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121685.1,SAMN10654121,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121735.1,SAMN10654174,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121775.1,SAMN10654208,SP,Sul
Vibrio cholerae,stool,1992.0,"Mato Grosso do Sul, Campo Grande",GCA_004121795.1,SAMN10653479,MS,Centro-oeste
Vibrio cholerae,stool,1993.0,"Parana, Curitiba",GCA_004121805.1,SAMN10653498,PR,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121815.1,SAMN10653967,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121835.1,SAMN10653969,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121875.1,SAMN10653970,SP,Sul
Vibrio cholerae,stool,1991.0,Sao Paulo,GCA_004121895.1,SAMN10654001,SP,Sul
Vibrio cholerae,food,1992.0,Sao Paulo,GCA_004121905.1,SAMN10653497,SP,Sul
Vibrio cholerae,stool,1993.0,"Sao Paulo, Campinas",GCA_004121945.1,SAMN10653949,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121965.1,SAMN10653950,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004121995.1,SAMN10653962,SP,Sul
Vibrio cholerae,stool,1993.0,"Sao Paulo, Santos",GCA_004122005.1,SAMN10654173,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004122015.1,SAMN10654150,SP,Sul
Vibrio cholerae,stool,1991.0,"Amazonas, Tabatinga",GCA_004122025.1,SAMN10654002,AM,Norte
Vibrio cholerae,stool,1993.0,"Sao Paulo, Santos",GCA_004123215.1,SAMN10803227,SP,Sul
Vibrio cholerae,Sewer,1992.0,"Parana, Curitiba",GCA_004123225.1,SAMN10799707,PR,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Sao Paulo",GCA_019350595.1,SAMN10531978,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350605.1,SAMN10531976,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350615.1,SAMN10531979,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350655.1,SAMN10531980,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350675.1,SAMN10531981,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350695.1,SAMN10531983,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350715.1,SAMN10532215,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350735.1,SAMN10532213,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350755.1,SAMN10531982,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350775.1,SAMN10532218,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350795.1,SAMN10532224,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350805.1,SAMN10532223,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350825.1,SAMN10532226,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350855.1,SAMN10532227,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350875.1,SAMN10532228,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_019350895.1,SAMN10532229,SP,Sul
Vibrio cholerae,blood,2018.0,"Sao Paulo,Limeira",GCA_019780445.1,SAMN14752702,SP,Sul
Vibrio cholerae,blood,2019.0,"Sao Paulo,Taubate",GCA_019780645.1,SAMN14752703,SP,Sul
Vibrio cholerae,clinical,1999.0,Parana,GCA_035782395.1,SAMN13404280,PR,Sul
Vibrio cholerae,clinical,1993.0,Bahia,GCA_035782355.1,SAMN13404282,BA,Nordeste
Vibrio cholerae,clinical,1992.0,Parana,GCA_035782415.1,SAMN13404281,PR,Sul
Vibrio cholerae,clinical,1993.0,Rio de Janeiro,GCA_035782595.1,SAMN13404278,RJ,Sudeste
Vibrio cholerae,clinical,1993.0,Bahia,GCA_035782505.1,SAMN13404277,BA,Nordeste
Vibrio cholerae,clinical,1993.0,Rio de Janeiro,GCA_035615555.1,SAMN13404279,RJ,Sudeste
Vibrio cholerae,clinical,1993.0,Bahia,GCA_035615635.1,SAMN13404276,BA,Nordeste
Escherichia coli,,1984.0,,GCA_000188815.2,SAMN00792443,,
Escherichia coli,feces,1999.0,,GCA_000188755.2,SAMN00792451,,
Escherichia coli,stool,2003.0,Brazil,GCA_000268125.1,SAMN00030565,,
Vibrio vulnificus,blood,2016.0,"Sao Paulo, Campinas",GCA_002494385.1,SAMN07660997,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Santos",GCA_004120565.1,SAMN09867709,SP,Sul
Vibrio cholerae,stool,1994.0,"Sao Paulo, Sao Paulo",GCA_004120685.1,SAMN09867716,SP,Sul
Salmonella enterica,urine,2017.0,"Sao Paulo, Sao Paulo",GCA_019402385.1,SAMN10880101,SP,Sul
Salmonella enterica,urine,2016.0,Brazil,GCA_025177095.1,SAMN14838927,,
Aggregatibacter actinomycetemcomitans,Bacteremia,2007.0,Brazil,GCA_008085255.1,SAMN12492052,,
Aggregatibacter actinomycetemcomitans,,1995.0,Brazil,GCA_021308915.1,SAMN14969758,,
Aggregatibacter actinomycetemcomitans,,1995.0,Brazil,GCA_021309955.1,SAMN14969759,,
Klebsiella pneumoniae,urine,2015.0,Manaus,GCA_009651015.1,SAMN06929461,AM,Norte
Klebsiella pneumoniae,Nasal secretion,2015.0,Manaus,GCA_009651075.1,SAMN09230343,AM,Norte
Klebsiella pneumoniae,blood,2005.0,"Parana, Curitiba",GCA_013180385.1,SAMN06350012,PR,Sul
Klebsiella pneumoniae,urine,2006.0,"Parana, Curitiba",GCA_013180435.1,SAMN06350011,PR,Sul
Klebsiella pneumoniae,blood,2011.0,"Parana, Curitiba",GCA_013180465.1,SAMN06350010,PR,Sul
Klebsiella pneumoniae,Rectal,2011.0,"Parana, Curitiba",GCA_013180445.1,SAMN06350009,PR,Sul
Klebsiella pneumoniae,cerebrospinal fluid,2010.0,"Parana, Curitiba",GCA_013180525.1,SAMN06350007,PR,Sul
Klebsiella pneumoniae,Rectal,2010.0,"Parana, Curitiba",GCA_013180515.1,SAMN06350008,PR,Sul
Klebsiella pneumoniae,urine,2015.0,Manaus,GCA_013626195.1,SAMN06928701,AM,Norte
Klebsiella pneumoniae,urine,2014.0,Recife,GCA_021464705.1,SAMN23887384,PE,Nordeste
Klebsiella pneumoniae,Blood culture,2017.0,Salvador,GCA_022544755.1,SAMN23764976,BA,Nordeste
Klebsiella pneumoniae,rectal swab,2021.0,Sao Paulo,GCA_041026665.1,SAMN42787567,SP,Sul
Klebsiella pneumoniae,rectal swab,2021.0,Sao Paulo,GCA_041212775.1,SAMN42990734,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041213405.1,SAMN42990731,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041213435.1,SAMN42990733,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041214325.1,SAMN42990732,SP,Sul
Klebsiella pneumoniae,urine,2021.0,Sao Paulo,GCA_041215515.1,SAMN42990730,SP,Sul
Klebsiella pneumoniae,rectal swab,2021.0,Sao Paulo,GCA_041216295.1,SAMN42990729,SP,Sul
Klebsiella pneumoniae,blood,2021.0,Sao Paulo,GCA_041216965.1,SAMN42990724,SP,Sul
Klebsiella pneumoniae,sacral ulcer,2021.0,Sao Paulo,GCA_041217655.1,SAMN42990728,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041218425.1,SAMN42990725,SP,Sul
Klebsiella pneumoniae,urine,2021.0,Sao Paulo,GCA_041218735.1,SAMN42990726,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041218905.1,SAMN42990727,SP,Sul
Klebsiella pneumoniae,urine,2021.0,Sao Paulo,GCA_041220685.1,SAMN42990721,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041219915.1,SAMN42990720,SP,Sul
Klebsiella pneumoniae,urine,2021.0,Sao Paulo,GCA_041221275.1,SAMN42990719,SP,Sul
Klebsiella pneumoniae,urine,2021.0,Sao Paulo,GCA_041221345.1,SAMN42990722,SP,Sul
Klebsiella pneumoniae,rectal swab,2021.0,Sao Paulo,GCA_041221375.1,SAMN42990718,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041221385.1,SAMN42990714,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041221395.1,SAMN42990713,SP,Sul
Klebsiella pneumoniae,blood,2020.0,Sao Paulo,GCA_041221405.1,SAMN42990703,SP,Sul
Klebsiella pneumoniae,sacral ulcer,2021.0,Sao Paulo,GCA_041221755.1,SAMN42990715,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041221885.1,SAMN42990717,SP,Sul
Klebsiella pneumoniae,rectal swab,2020.0,Sao Paulo,GCA_041221895.1,SAMN42990707,SP,Sul
Klebsiella pneumoniae,blood,2020.0,Sao Paulo,GCA_041221905.1,SAMN42990706,SP,Sul
Klebsiella pneumoniae,urine,2020.0,Sao Paulo,GCA_041221925.1,SAMN42990708,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2021.0,Sao Paulo,GCA_041221915.1,SAMN42990716,SP,Sul
Klebsiella pneumoniae,sacral ulcer,2021.0,Sao Paulo,GCA_041221935.1,SAMN42990712,SP,Sul
Klebsiella pneumoniae,urine,2020.0,Sao Paulo,GCA_041222145.1,SAMN42990711,SP,Sul
Klebsiella pneumoniae,urine,2020.0,Sao Paulo,GCA_041222155.1,SAMN42990710,SP,Sul
Klebsiella pneumoniae,sacral ulcer,2020.0,Sao Paulo,GCA_041222165.1,SAMN42990709,SP,Sul
Klebsiella pneumoniae,urine,2019.0,Sao Paulo,GCA_041222175.1,SAMN42990700,SP,Sul
Klebsiella pneumoniae,abdominal secretion,2020.0,Sao Paulo,GCA_041222185.1,SAMN42990702,SP,Sul
Klebsiella pneumoniae,rectal swab,2020.0,Sao Paulo,GCA_041222195.1,SAMN42990704,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2019.0,Sao Paulo,GCA_041222585.1,SAMN42990701,SP,Sul
Klebsiella pneumoniae,blood,2019.0,Sao Paulo,GCA_041222685.1,SAMN42990698,SP,Sul
Klebsiella pneumoniae,tracheal aspirate,2019.0,Sao Paulo,GCA_041222695.1,SAMN42990699,SP,Sul
Klebsiella pneumoniae,blood,2003.0,Sao Paulo,GCA_002631045.1,SAMN07732088,SP,Sul
Klebsiella pneumoniae,blood,2009.0,Rio de Janeiro,GCA_002951555.1,SAMN06173548,RJ,Sudeste
Klebsiella pneumoniae,urine,2009.0,Rio de Janeiro,GCA_002951595.1,SAMN06173549,RJ,Sudeste
Haemophilus influenzae,Blood from a Brazilian Purpuric Fever case,1984.0,"Sao Paulo, Serrana",GCA_005888175.1,SAMN04115931,SP,Sul
Haemophilus influenzae,Blood from a Brazilian Purpuric Fever case,1984.0,"Sao Paulo, Presidente Prudente",GCA_005888185.1,SAMN04115935,SP,Sul
Haemophilus influenzae,Blood from a Brazilian Purpuric Fever case,1984.0,"Sao Paulo, Serrana",GCA_005888205.1,SAMN04115932,SP,Sul
Haemophilus influenzae,Oropharynx from a Brazilian Purpuric Fever case,1984.0,"Sao Paulo, Serrana",GCA_005888215.1,SAMN04115934,SP,Sul
Haemophilus influenzae,Skin lesion from a Brazilian Purpuric Fever case,1984.0,"Sao Paulo, Promissao",GCA_005888265.1,SAMN04115930,SP,Sul
Haemophilus influenzae,Skin (Petechiae),1988.0,Promissao,GCA_008586745.1,SAMN12687934,SP,Sul
Haemophilus influenzae,Conjunctiva,1988.0,So Paulo,GCA_008586785.1,SAMN12687937,,
Haemophilus influenzae,blood,1988.0,Guatapar,GCA_008586805.1,SAMN12687936,ES,Sudeste
Haemophilus influenzae,CSF,1988.0,Fartura,GCA_008586825.1,SAMN12687935,SP,Sul
Achromobacter ruhlandii,sputum from Cystic fibrosis patients,2007.0,Rio de Janeiro,GCF_001637085.1,SAMN04045713,RJ,Sudeste
Achromobacter ruhlandii,sputum from Cystic fibrosis patients,2008.0,Rio de Janeiro,GCF_001637095.1,SAMN04045431,RJ,Sudeste
Achromobacter ruhlandii,sputum from Cystic fibrosis patients,2008.0,Rio de Janeiro,GCF_001637105.1,SAMN04045719,RJ,Sudeste
Achromobacter ruhlandii,sputum from Cystic fibrosis patients,2008.0,Rio de Janeiro,GCF_001637115.1,SAMN04045711,RJ,Sudeste
Haemophilus influenzae,blood,2017.0,Brazil,GCA_002915495.1,SAMN08438839,,
Haemophilus influenzae,blood,2017.0,Brazil,GCA_002917845.1,SAMN08443963,,
Haemophilus influenzae,blood,2017.0,Brazil,GCA_002917855.1,SAMN08445769,,
Haemophilus influenzae,blood,2017.0,Sao Paulo,GCA_014762515.1,SAMN15061400,SP,Sul
Haemophilus influenzae,trachea,2017.0,Sao Paulo,GCA_015712075.1,SAMN15062677,SP,Sul
Haemophilus influenzae,blood,2019.0,"Campinas, SP",GCA_021390995.1,SAMN15327312,SP,Sul
Haemophilus influenzae,blood,2015.0,"Campinas, SP",GCA_021391015.1,SAMN15327310,SP,Sul
Haemophilus influenzae,blood,2015.0,"Campinas, SP",GCA_021391035.1,SAMN15327309,SP,Sul
Haemophilus influenzae,blood,2019.0,"Campinas, SP",GCA_021390975.1,SAMN15327311,SP,Sul
Haemophilus influenzae,blood,1997.0,"Campinas, SP",GCA_021390955.1,SAMN15327314,SP,Sul
Haemophilus influenzae,,1997.0,"Campinas, SP",GCA_021391075.1,SAMN15327313,SP,Sul
Haemophilus influenzae,blood,2015.0,"Campinas, SP",GCA_021391055.1,SAMN15327308,SP,Sul
Haemophilus influenzae,blood,2015.0,"Campinas, SP",GCA_021391095.1,SAMN15327306,SP,Sul
Haemophilus influenzae,Oropharynx,2015.0,"Campinas, SP",GCA_021391125.1,SAMN15327305,SP,Sul
Haemophilus influenzae,blood,2014.0,"Campinas, SP",GCA_021391175.1,SAMN15327303,SP,Sul
Haemophilus influenzae,blood,2014.0,"Campinas, SP",GCA_021391155.1,SAMN15327304,SP,Sul
Haemophilus influenzae,Cerebrospinal fluid (CFS),2015.0,"Campinas, SP",GCA_021391115.1,SAMN15327307,SP,Sul
Haemophilus influenzae,blood,2013.0,"Campinas, SP",GCA_021391215.1,SAMN15327300,SP,Sul
Haemophilus influenzae,blood,2012.0,"Campinas, SP",GCA_021391195.1,SAMN15327302,SP,Sul
Haemophilus influenzae,blood,2012.0,"Campinas, SP",GCA_021391235.1,SAMN15327301,SP,Sul
Haemophilus parahaemolyticus,oral cavity,2015.0,"Amazonas, Manaus",GCA_030938875.1,SAMN34352703,AM,Norte
Staphylococcus coagulans,nasal fossa,2018.0,Rio de Janeiro,GCA_040408415.1,SAMN33614088,RJ,Sudeste
Staphylococcus coagulans,nasal fossa,2018.0,Rio de Janeiro,GCA_040408355.1,SAMN33614091,RJ,Sudeste
Staphylococcus coagulans,nasal fossa,2018.0,Rio de Janeiro,GCA_040408485.1,SAMN33614084,RJ,Sudeste
Staphylococcus coagulans,nasal fossa,2018.0,Rio de Janeiro,GCA_040408605.1,SAMN33614078,RJ,Sudeste
Staphylococcus coagulans,nasal fossa,2018.0,Rio de Janeiro,GCA_040408595.1,SAMN33614079,RJ,Sudeste
Pseudomonas monteilii,Peritoneal fluid,2015.0,Brazil,GCA_014062095.1,SAMN15663401,,
Pseudomonas monteilii,blood,2014.0,Brazil,GCA_014062125.1,SAMN15663400,,
Pseudomonas monteilii,sputum,2010.0,Brazil,GCA_014062225.1,SAMN15663393,,
Mycobacterium paraense,clinical pulmonary specimen,2014.0,"Para, Parauapebas",GCA_025823385.1,SAMN15568912,PA,Norte
Mycobacterium paraense,sputum,,"Parauapebas, Para",GCA_002101815.1,SAMN04216942,PA,Norte
Mycobacterium paraense,sputum,,Para,GCA_002101825.1,SAMN04216943,PA,Norte
Pseudomonas mosselii,bone fragment,2019.0,Brazil,GCA_014062065.1,SAMN15663403,,
Pseudomonas mosselii,blood,2020.0,Brazil,GCA_023572355.1,SAMN27549442,,
Pseudomonas mosselii,blood,2019.0,Brazil,GCA_023572565.1,SAMN27549422,,
Escherichia coli,Stools,2017.0,"Belo Horizonte, Minas Gerais",GCA_006514375.1,SAMN10873602,MG,Sudeste
Leclercia adecarboxylata,Rectal swab,2018.0,Brazil,GCA_038397905.1,SAMN32531549,,
Achromobacter xylosoxidans,sputum from cystic fibrosis,2005.0,Rio de Janeiro,GCA_003177325.1,SAMN08981476,RJ,Sudeste
Streptococcus mutans,oral cavity,,Brazil,GCA_000339135.1,SAMN02428927,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339115.1,SAMN02429034,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339275.1,SAMN02428985,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339255.1,SAMN02428928,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339735.1,SAMN02429071,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339235.1,SAMN02429086,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339215.1,SAMN02429085,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339715.1,SAMN02429084,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339195.1,SAMN02428984,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339675.1,SAMN02429036,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339175.1,SAMN02429083,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339595.1,SAMN02429079,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000340095.1,SAMN02429024,,
Streptococcus mutans,oral cavity,,Brazil,GCA_000339695.1,SAMN02429037,,
Escherichia coli,,1983.0,Brazil,GCA_000249675.2,SAMN00190994,,
Escherichia coli,infant,,Brazil,GCA_000250195.2,SAMN00199068,,
Aeromonas caviae,"17-month-old male with gastroenteritis at the Hospital Universitrio Pedro Ernesto, Universidade do Estado do Rio de Janeiro, Rio de Janeiro, Brazil",,"Universidade do Estado do Rio de Janeiro, Rio de Janeiro, Brazil",GCA_000208825.1,SAMEA2272404,,
